Status,Tanggal_YMD,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
Terkonfirmasi,2020-11-13,45,64,111,11,61,61,1033,20,801,1362,239,13,277,89,31,6,74,48,68,189,19,80,86,131,22,137,146,9,17,25,147,4,18,
Sembuh,2020-11-13,4,56,1,8,25,29,977,20,380,324,223,15,340,43,24,7,65,,12,120,20,72,,44,3,48,63,,51,13,,15,7,1
Meninggal,2020-11-13,,,,,,2,16,1,7,32,12,,1,2,2,,1,,2,,6,5,,,3,2,3,1,3,,,,3,
Terkonfirmasi,2020-11-14,20,48,166,15,37,51,1255,19,809,1222,256,12,146,36,51,24,21,27,64,244,65,78,58,69,8,87,130,6,25,31,177,8,7,
Sembuh,2020-11-14,3,13,11,46,29,23,1039,22,472,230,230,22,148,21,91,20,115,,44,157,16,59,6,36,21,6,49,,8,21,25,16,,1
Meninggal,2020-11-14,,,,,1,1,12,2,2,40,25,,9,1,1,,,,4,,3,1,2,2,1,,1,,,,1,,,2
Terkonfirmasi,2020-11-15,49,60,159,,11,7,1165,16,309,1071,217,13,206,50,74,20,,14,44,213,49,84,,75,2,14,163,4,14,,,3,,
Sembuh,2020-11-15,2,90,,10,13,7,975,39,1023,276,255,13,204,16,18,14,134,,36,141,24,67,32,12,1,80,268,,3,117,,21,,1
Meninggal,2020-11-15,,,,,2,1,5,,,21,15,,6,,,,1,,1,4,,,,,,4,3,,,,,,,
Terkonfirmasi,2020-11-16,21,7,,2,2,67,1006,,558,705,264,9,159,,22,2,2,,45,38,101,118,41,46,75,61,148,3,,,17,5,11,
Sembuh,2020-11-16,,10,1,7,3,15,1038,14,724,333,247,,216,,65,,,,100,84,32,109,47,134,13,8,143,,4,14,77,6,4,4
Meninggal,2020-11-16,,,,,,,7,,23,10,14,,2,,1,,2,,3,3,2,4,1,,2,1,8,,,1,,,,1
Terkonfirmasi,2020-11-17,43,2,,15,14,90,1037,10,648,652,206,38,171,65,14,15,1,4,50,105,46,101,17,63,33,22,268,20,19,1,6,6,25,
Sembuh,2020-11-17,28,9,13,46,26,27,874,7,797,361,47,20,223,58,32,10,99,2,31,40,35,107,5,29,14,108,82,,36,15,,3,4,5
Meninggal,2020-11-17,1,,,,1,1,4,2,23,41,5,,,1,2,,4,,2,5,,1,,1,1,,2,,,,,,,
Terkonfirmasi,2020-11-18,18,69,54,12,21,153,1148,27,365,495,480,39,254,45,83,14,,21,50,210,7,85,96,46,73,,274,5,4,75,4,2,33,3
Sembuh,2020-11-18,115,85,,14,20,43,852,46,777,388,357,16,118,26,32,,,10,42,147,8,72,17,11,6,,248,,2,98,,1,7,3
Meninggal,2020-11-18,23,1,,,1,2,8,,4,18,27,,3,1,2,1,,1,3,7,1,2,,,1,,2,1,,,,1,,
Terkonfirmasi,2020-11-19,50,88,159,23,21,108,1185,40,394,444,425,28,131,20,40,,21,16,44,195,121,79,70,116,51,125,688,1,50,36,,29,,
Sembuh,2020-11-19,,66,,,15,50,886,46,440,333,219,10,239,29,39,3,,14,40,400,10,76,75,112,15,52,1002,16,13,54,,11,,
Meninggal,2020-11-19,,,,1,2,,14,1,9,8,16,,6,5,2,,,,5,2,3,2,,2,2,5,2,2,4,4,,,,
Terkonfirmasi,2020-11-20,21,61,128,10,15,68,1240,45,872,509,379,34,165,65,58,48,7,39,71,218,144,79,76,105,4,44,176,13,10,69,,6,13,
Sembuh,2020-11-20,,54,24,27,41,62,936,41,1026,400,316,31,166,21,36,7,63,22,43,120,54,71,21,91,23,,198,,10,3,,12,21,
Meninggal,2020-11-20,,2,4,,,2,15,,2,7,25,,,1,1,,,4,2,3,,1,2,,,,5,,,,,2,,
Terkonfirmasi,2020-11-21,42,94,182,8,62,56,1579,44,364,655,343,10,251,58,89,31,,28,53,243,20,76,66,88,59,46,308,8,33,71,,6,25,
Sembuh,2020-11-21,,73,20,7,15,24,1093,5,630,236,260,23,186,42,28,2,,2,28,125,15,77,37,265,4,,112,4,43,38,,6,1,2
Meninggal,2020-11-21,,,3,,,2,15,1,,15,16,,6,1,1,1,,,1,9,,3,1,5,4,,5,,3,3,,1,,
Terkonfirmasi,2020-11-22,18,103,122,9,31,77,1342,29,372,477,295,16,138,131,75,48,174,10,57,229,22,74,49,97,61,46,171,3,10,46,,9,14,5
Sembuh,2020-11-22,,61,8,5,25,9,1075,35,693,623,301,32,144,31,30,15,100,30,33,359,19,70,39,173,20,56,177,,,53,,10,7,
Meninggal,2020-11-22,,1,,,1,4,16,1,1,20,24,,2,3,3,2,5,,1,7,2,3,1,4,1,,5,,,1,,,2,
Terkonfirmasi,2020-11-23,30,68,171,11,5,82,1009,,602,1005,365,10,132,85,11,10,273,15,33,33,25,83,14,100,37,60,113,2,16,31,,2,8,1
Sembuh,2020-11-23,,63,13,6,21,100,1064,29,1013,310,392,21,194,35,11,16,242,3,21,66,35,80,69,41,3,50,134,,31,60,,13,14,48
Meninggal,2020-11-23,,3,2,1,4,4,17,,2,10,35,,9,3,2,1,2,1,2,1,1,1,1,2,3,7,2,1,,1,,,,
Terkonfirmasi,2020-11-24,6,111,144,15,13,84,1015,41,299,928,354,31,90,51,21,89,45,14,47,58,25,81,65,95,81,67,138,3,,76,100,2,1,2
Sembuh,2020-11-24,,105,6,5,19,40,1060,7,428,300,157,60,132,30,15,15,16,9,40,113,33,77,31,88,11,8,88,5,,27,,1,1,
Meninggal,2020-11-24,,1,7,,,6,19,1,4,13,31,,5,,2,,2,,4,,3,2,,,,4,3,1,,1,,,,
Terkonfirmasi,2020-11-25,39,95,128,19,48,150,1273,45,741,1008,402,24,190,58,64,48,28,10,59,260,79,84,52,37,55,84,236,3,53,79,39,2,42,
Sembuh,2020-11-25,140,66,84,12,20,144,1100,53,768,362,281,54,234,40,40,1,44,33,44,230,28,81,65,34,12,52,156,,66,24,,217,9,
Meninggal,2020-11-25,5,3,2,,1,3,17,,6,9,34,,2,,2,,,2,,8,,3,1,2,4,4,5,,,,,,1,
Terkonfirmasi,2020-11-26,24,111,145,17,30,103,1064,39,776,559,390,10,222,49,49,37,18,17,81,307,44,82,46,78,13,102,206,1,104,49,36,25,75,8
Sembuh,2020-11-26,26,50,74,2,23,59,1125,7,712,268,304,38,118,49,44,9,46,22,36,150,20,74,223,46,35,16,200,,9,40,,15,2,
Meninggal,2020-11-26,6,5,2,,1,1,14,,4,35,26,,8,2,2,1,,,3,3,2,,,,2,5,4,,,,,1,,
Terkonfirmasi,2020-11-27,21,82,191,20,42,89,1436,46,699,963,428,29,165,86,44,57,46,38,49,239,152,92,102,141,39,157,261,6,,14,39,22,33,
Sembuh,2020-11-27,4,53,116,11,25,30,816,19,782,380,359,63,140,57,53,2,46,14,37,148,38,86,122,67,35,95,190,,,15,,4,,
Meninggal,2020-11-27,1,3,4,,1,3,15,1,5,51,39,,6,4,1,1,,1,3,3,,4,5,1,2,7,8,,,,,,,
Terkonfirmasi,2020-11-28,11,99,234,18,43,138,1370,47,367,1118,453,27,220,86,56,33,26,32,38,186,47,93,73,92,30,125,170,7,41,35,28,30,27,18
Sembuh,2020-11-28,,103,160,23,30,53,1245,9,862,460,394,37,125,46,,14,54,18,45,110,21,91,129,68,11,96,262,,15,14,,12,12,8
Meninggal,2020-11-28,1,1,2,1,3,4,15,,5,19,32,,3,2,1,,4,1,3,5,,5,1,,1,3,9,,1,2,,,,1
Terkonfirmasi,2020-11-29,27,109,151,12,71,139,1431,46,228,2036,412,27,204,157,40,31,67,24,41,273,18,88,62,113,31,56,173,2,108,4,8,7,52,19
Sembuh,2020-11-29,28,56,95,23,35,50,814,38,770,760,287,62,57,47,37,13,40,9,47,135,23,78,2,60,9,13,196,,16,1,,7,1,1
Meninggal,2020-11-29,4,1,5,,,1,19,,6,73,29,,1,2,2,,,1,1,1,3,3,3,1,1,3,6,,,2,,,,1
Terkonfirmasi,2020-11-30,10,89,262,8,2,41,1099,30,741,899,400,,116,,12,24,14,8,35,92,115,77,1,105,60,145,136,2,43,19,5,7,20,
Sembuh,2020-11-30,9,113,145,12,,65,915,12,703,1289,319,,282,,12,34,12,4,48,81,68,70,119,106,18,47,176,,6,19,,18,20,3
Meninggal,2020-11-30,,4,5,,,,19,,11,23,32,,5,,2,,,2,6,2,3,3,1,2,,3,6,,,1,,,,
Terkonfirmasi,2020-12-01,9,109,154,34,19,110,1058,50,878,730,430,33,127,190,82,58,33,18,67,57,36,86,91,147,12,116,163,3,,76,80,3,33,
Sembuh,2020-12-01,14,54,51,23,40,68,1024,46,714,476,373,55,161,80,43,11,39,36,77,141,52,83,104,91,37,42,292,10,5,45,30,15,29,
Meninggal,2020-12-01,6,3,5,1,1,1,23,,13,7,31,,1,4,3,,1,1,6,9,,2,,3,,7,2,,,1,3,,2,
Terkonfirmasi,2020-12-02,10,202,121,14,12,122,1166,81,764,944,460,23,304,82,33,69,32,22,51,175,104,88,68,117,31,54,227,50,,19,30,,29,29
Sembuh,2020-12-02,35,94,85,6,30,30,1061,58,386,606,397,56,136,49,62,22,,21,24,154,44,77,91,77,55,50,177,39,12,40,20,5,2,
Meninggal,2020-12-02,1,1,1,,,1,23,,4,23,30,,1,1,3,,,1,3,8,,2,1,2,1,2,5,1,,,,1,2,
Terkonfirmasi,2020-12-03,44,230,131,30,59,189,1153,94,1648,767,564,24,313,157,54,30,77,12,77,191,88,86,77,136,72,54,179,25,1,6,1755,2,26,18
Sembuh,2020-12-03,6,125,40,9,30,77,973,22,253,325,344,59,182,30,30,6,226,51,69,150,27,80,104,47,24,55,161,,,42,102,14,5,5
Meninggal,2020-12-03,,5,5,1,2,1,26,2,21,16,25,,3,2,3,,1,1,5,9,2,4,2,1,4,7,4,1,,,1,,2,
Terkonfirmasi,2020-12-04,14,122,130,81,90,181,1032,55,992,891,564,34,231,,71,32,56,33,88,209,61,79,64,180,55,81,155,10,5,20,122,21,29,15
Sembuh,2020-12-04,2,68,16,9,21,76,935,,379,333,338,57,132,,46,18,,102,133,185,56,81,63,72,38,29,161,,8,25,224,8,7,3
Meninggal,2020-12-04,6,4,5,,3,,23,,4,5,33,,5,,2,,,2,5,9,5,2,3,2,,3,2,,,,,,1,
Terkonfirmasi,2020-12-05,15,91,143,26,35,167,1360,113,1086,758,539,32,238,260,96,61,86,27,58,161,29,78,63,158,57,65,114,6,,19,52,16,18,
Sembuh,2020-12-05,7,135,70,23,35,84,1011,23,685,362,444,19,170,73,95,,144,66,53,175,40,77,30,57,29,80,202,,1,30,,22,,29
Meninggal,2020-12-05,5,1,3,2,2,2,23,,4,10,24,1,,4,,,,,4,8,1,1,,2,,6,4,,,,,2,1,
Terkonfirmasi,2020-12-06,38,110,134,42,60,224,1331,19,1388,528,572,,185,,70,120,113,14,52,139,105,87,58,174,54,55,225,5,47,2,19,3,25,91
Sembuh,2020-12-06,118,74,53,30,39,83,1055,1,1125,142,383,,113,,40,4,71,31,53,334,55,84,2,30,62,92,192,,4,45,,3,3,1
Meninggal,2020-12-06,,2,5,,3,2,23,2,7,38,34,,2,,1,,4,1,8,6,,3,3,,1,1,3,,,,,,1,1
Terkonfirmasi,2020-12-07,4,102,133,14,11,99,1466,,1171,594,545,31,89,209,28,46,45,25,63,114,78,85,36,345,56,34,164,6,46,7,48,2,58,
Sembuh,2020-12-07,3,313,37,21,26,59,934,15,1065,286,441,31,177,105,22,1,29,13,55,97,18,80,50,101,14,200,191,6,,3,25,4,,9
Meninggal,2020-12-07,,2,4,1,1,1,24,,9,8,34,1,7,5,1,,5,2,3,2,2,3,,4,,1,5,,,1,,,1,
Terkonfirmasi,2020-12-08,18,86,98,40,65,168,1194,77,731,768,542,25,256,194,62,36,50,9,68,88,47,87,21,112,41,64,171,9,,9,123,9,21,3
Sembuh,2020-12-08,8,140,18,15,30,69,1189,21,742,423,529,16,228,45,21,,17,16,79,128,73,81,50,106,34,15,139,3,,38,,8,13,1
Meninggal,2020-12-08,1,,3,,1,1,21,1,6,6,49,,3,2,2,,3,1,,9,2,1,,3,1,5,7,1,,3,,1,,
Terkonfirmasi,2020-12-09,6,139,166,22,8,198,1217,70,908,735,718,57,279,229,83,31,12,57,40,125,57,80,75,157,61,80,235,,39,56,59,8,27,24
Sembuh,2020-12-09,3,97,82,12,23,218,1064,6,546,158,358,40,153,60,42,113,,22,46,230,71,74,12,104,14,67,181,,25,49,2,5,7,64
Meninggal,2020-12-09,,5,4,1,1,1,18,,16,37,38,,6,4,3,5,,1,2,3,2,1,,,1,3,6,,7,1,,,2,3
Terkonfirmasi,2020-12-10,8,112,169,13,62,191,1180,32,960,998,796,25,109,205,46,58,72,20,58,140,135,83,1,219,9,65,139,9,11,31,37,7,33,
Sembuh,2020-12-10,5,99,34,4,21,104,1042,15,783,635,673,27,202,30,35,17,29,19,59,175,33,81,33,75,11,27,115,,5,51,49,1,12,29
Meninggal,2020-12-10,,4,3,,2,7,18,,32,31,35,,7,,2,,,,2,1,1,3,,1,2,5,5,,,1,1,1,1,
Terkonfirmasi,2020-12-11,20,110,192,28,50,157,1232,39,1029,998,748,28,213,216,56,71,45,34,65,63,134,82,31,259,65,62,149,5,40,11,64,3,6,5
Sembuh,2020-12-11,11,116,62,55,30,116,1206,33,912,296,501,30,137,20,28,,274,14,75,168,20,76,48,25,42,21,181,,8,45,335,3,18,5
Meninggal,2020-12-11,7,4,2,,1,3,18,3,21,18,51,,4,5,2,,1,,3,5,5,2,,9,3,4,3,,,,,,1,
Terkonfirmasi,2020-12-12,29,69,204,39,90,227,951,63,1283,992,769,28,161,116,91,85,59,37,76,85,78,87,40,226,44,66,178,12,71,37,52,10,22,11
Sembuh,2020-12-12,14,95,43,15,20,99,928,63,1003,371,529,23,156,51,66,,121,28,57,124,26,81,6,82,27,103,225,,7,43,39,5,19,21
Meninggal,2020-12-12,1,2,2,,2,1,17,1,6,25,41,,3,8,2,,,1,6,1,1,1,1,6,1,6,4,,1,,,,2,
Terkonfirmasi,2020-12-13,15,72,136,49,51,151,1298,66,855,917,791,21,227,150,104,44,79,29,61,116,93,89,55,312,11,79,181,8,32,41,17,29,10,
Sembuh,2020-12-13,,64,44,32,32,130,1116,43,634,213,650,24,229,39,132,198,170,16,25,149,24,83,4,96,20,84,154,,7,20,,5,19,4
Meninggal,2020-12-13,,2,1,1,2,2,16,1,5,48,47,,4,4,1,8,3,2,3,1,3,,,4,,4,3,,,,,,1,
Terkonfirmasi,2020-12-14,4,77,138,13,28,111,1506,,600,979,713,11,116,73,48,88,97,47,48,54,87,87,2,295,46,78,78,9,,6,31,3,1,15
Sembuh,2020-12-14,53,102,30,27,38,57,1472,,853,975,530,,189,51,60,2,,4,48,61,36,82,51,92,35,23,167,34,7,35,,1,,6
Meninggal,2020-12-14,2,,1,,2,1,17,,15,16,41,,4,2,2,,2,,4,4,1,4,,3,,12,3,,,1,,,,
Terkonfirmasi,2020-12-15,12,73,166,39,80,160,1117,50,1256,764,735,13,393,106,48,74,20,34,73,39,58,74,57,78,39,73,176,21,137,11,110,21,12,1
Sembuh,2020-12-15,86,72,23,53,30,107,1137,75,1140,877,760,26,170,164,70,50,6,19,59,151,27,75,54,108,24,156,124,5,27,10,7,6,1,
Meninggal,2020-12-15,2,5,3,1,,3,22,,8,23,49,1,3,4,2,2,,1,3,4,1,1,3,1,2,4,3,,1,3,,,,
Terkonfirmasi,2020-12-16,8,145,176,41,156,218,1221,23,1434,421,755,34,280,,72,95,53,33,64,175,173,79,94,447,57,78,153,12,100,14,43,10,41,20
Sembuh,2020-12-16,6,146,71,31,40,70,1140,19,1020,859,537,24,176,,100,3,69,10,29,205,75,78,51,120,19,116,223,,,30,,19,36,6
Meninggal,2020-12-16,,2,1,3,,3,22,,1,24,47,,8,,,,1,,5,1,1,,,2,1,8,4,,,,,,2,1
Terkonfirmasi,2020-12-17,8,132,181,50,80,224,1690,72,1277,620,855,37,235,95,95,79,82,31,79,114,121,84,29,333,39,103,288,8,190,15,26,27,43,12
Sembuh,2020-12-17,10,101,80,15,50,60,1376,69,898,289,582,12,185,150,92,95,18,19,15,115,21,80,66,106,11,147,200,,24,14,39,13,16,27
Meninggal,2020-12-17,,2,2,,2,2,20,,11,30,39,,5,3,2,,,1,1,1,1,1,1,4,2,3,5,,,,4,,,
Terkonfirmasi,2020-12-18,3,121,156,35,171,211,1587,20,987,354,819,31,280,112,82,85,11,19,123,110,206,89,54,531,53,90,184,7,,43,28,11,65,11
Sembuh,2020-12-18,55,77,55,26,50,199,1238,59,931,379,599,13,165,124,83,86,29,,40,80,45,75,87,143,23,77,198,,,16,8,9,47,
Meninggal,2020-12-18,,4,,1,1,2,19,1,1,18,47,,3,,2,,2,,1,2,4,1,1,2,2,1,9,,,,,,,
Terkonfirmasi,2020-12-19,12,96,180,32,51,216,1899,34,1132,998,752,36,269,154,78,60,49,35,89,135,164,86,59,391,38,95,372,14,45,38,32,39,71,
Sembuh,2020-12-19,6,85,5,37,52,74,1103,31,636,231,520,18,249,120,94,12,35,26,38,123,102,81,19,222,3,50,183,,62,40,,1,6,1
Meninggal,2020-12-19,,1,6,1,2,3,20,,1,24,48,,6,2,2,,,1,3,5,2,2,1,4,,5,4,2,,,,,,
Terkonfirmasi,2020-12-20,4,99,194,53,75,210,1592,35,1052,878,724,23,155,137,88,119,,23,84,127,157,82,72,489,73,112,121,62,64,11,17,18,29,3
Sembuh,2020-12-20,15,91,28,21,46,203,1878,9,1186,172,794,16,165,60,41,42,69,10,36,155,47,83,5,80,30,46,127,,13,28,,22,29,4
Meninggal,2020-12-20,1,4,,1,2,8,19,1,1,73,60,,10,5,2,1,,,5,5,5,4,1,5,2,2,2,,,,,,2,
Terkonfirmasi,2020-12-21,18,135,190,21,54,186,1466,19,716,997,837,,211,296,43,99,154,57,66,122,99,90,6,559,26,132,76,54,21,43,32,10,13,
Sembuh,2020-12-21,2,118,24,40,60,176,1371,74,630,451,610,,284,213,25,67,11,1,93,85,96,84,57,241,2,12,100,,14,21,100,,8,3
Meninggal,2020-12-21,,1,7,,1,7,15,,4,84,44,,5,3,3,1,,2,2,5,5,2,,7,1,,4,,,,,,2,
Terkonfirmasi,2020-12-22,29,117,239,33,22,242,1311,36,925,895,706,19,182,142,66,44,33,39,94,48,31,73,59,539,33,73,116,5,10,8,33,12,86,47
Sembuh,2020-12-22,11,166,22,29,40,147,1379,44,771,572,594,23,149,165,52,11,56,36,31,48,71,76,85,765,5,48,167,1,189,10,50,9,13,3
Meninggal,2020-12-22,,1,,1,1,9,14,,3,45,49,1,6,1,3,3,2,2,2,10,,5,3,5,1,1,1,1,,,,,1,1
Terkonfirmasi,2020-12-23,30,122,185,50,31,219,1954,39,903,912,834,22,418,101,90,87,45,22,109,160,67,76,38,524,54,111,96,8,16,31,28,30,52,50
Sembuh,2020-12-23,7,95,16,5,27,43,1450,8,955,531,660,24,189,138,39,21,73,23,138,211,102,87,91,606,38,24,203,11,18,12,43,5,88,
Meninggal,2020-12-23,2,2,6,,2,,15,2,2,31,50,,5,2,2,1,,1,3,5,2,4,3,1,1,1,3,,,1,,1,1,2
Terkonfirmasi,2020-12-24,14,123,154,68,60,253,1933,38,702,891,734,26,372,90,95,43,17,42,81,100,103,80,69,520,45,78,214,9,42,32,41,63,37,30
Sembuh,2020-12-24,17,127,180,22,50,165,1347,42,492,421,572,24,212,224,33,96,108,35,52,114,33,81,29,505,17,95,112,2,20,15,,15,11,9
Meninggal,2020-12-24,,3,,,,8,16,,10,53,46,,6,3,2,3,1,1,4,,2,5,,4,3,1,4,,1,,,3,,2
Terkonfirmasi,2020-12-25,15,112,166,79,109,256,2096,28,903,911,822,22,218,88,93,90,78,24,89,100,65,75,35,411,39,65,79,4,36,42,22,7,16,64
Sembuh,2020-12-25,1,105,37,54,60,155,1733,41,725,1031,520,23,179,132,89,63,43,5,36,112,32,79,23,327,19,51,280,,22,7,300,2,31,7
Meninggal,2020-12-25,,5,5,2,2,12,21,,,91,78,,10,2,2,3,,1,6,1,1,1,1,2,1,4,7,,,,,,,
Terkonfirmasi,2020-12-26,19,96,241,54,2,274,2058,,601,871,803,,288,80,63,56,15,32,81,75,43,75,4,547,42,65,93,3,34,15,51,15,,44
Sembuh,2020-12-26,6,104,25,16,30,100,2558,53,678,381,661,,193,68,75,10,50,18,67,90,,74,,504,14,108,192,,19,62,200,31,1,1
Meninggal,2020-12-26,1,4,2,1,1,6,14,1,,20,58,,9,2,1,,2,1,3,2,1,,,4,1,3,8,,,,,1,1,
Terkonfirmasi,2020-12-27,13,66,150,75,100,183,1997,20,892,785,738,17,200,85,45,91,8,16,95,60,69,78,26,262,54,91,117,3,33,14,92,24,29,
Sembuh,2020-12-27,,98,44,64,35,149,1832,35,1172,601,592,21,270,123,32,31,12,25,69,72,99,80,1,942,10,99,186,22,4,10,200,11,4,38
Meninggal,2020-12-27,,3,,1,1,3,22,,43,80,48,,3,4,,6,1,4,4,4,3,2,,3,1,4,2,,,,,1,,
Terkonfirmasi,2020-12-28,16,138,120,61,20,210,1678,11,403,977,784,,109,43,21,202,33,53,78,16,79,82,4,337,41,78,81,8,43,3,26,9,17,73
Sembuh,2020-12-28,16,131,21,43,50,107,1700,39,832,668,693,,170,181,93,,75,5,93,23,65,83,112,695,16,73,171,3,120,17,,1,3,3
Meninggal,2020-12-28,,4,3,,1,4,21,,,84,54,,6,1,1,,3,,2,,3,2,3,4,2,5,4,,6,,,1,1,
Terkonfirmasi,2020-12-29,9,172,121,54,17,282,2056,30,1329,1056,789,22,314,74,61,166,22,11,84,83,56,85,15,568,81,102,116,6,10,5,46,19,30,12
Sembuh,2020-12-29,4,141,101,38,60,295,1007,36,1158,794,793,24,238,120,48,97,46,39,89,115,110,82,44,512,45,92,318,202,46,19,58,11,7,16
Meninggal,2020-12-29,,2,5,1,1,10,18,2,2,91,64,1,4,2,2,4,3,,1,7,4,1,11,3,,4,3,2,2,,,1,,
Terkonfirmasi,2020-12-30,6,157,172,90,40,296,2053,35,1233,951,896,15,319,56,74,56,35,65,110,125,34,89,63,538,169,64,141,6,,5,31,18,53,7
Sembuh,2020-12-30,2,107,6,34,75,338,1574,50,1208,439,911,37,237,65,120,203,43,60,46,150,126,84,94,421,13,87,112,42,,29,150,6,69,20
Meninggal,2020-12-30,,9,7,1,,11,21,1,2,79,61,,7,,3,1,,1,4,1,4,4,2,8,,6,4,,,,,,4,
Terkonfirmasi,2020-12-31,4,179,269,55,72,257,2022,35,1024,939,935,25,364,68,66,54,27,65,92,117,88,83,38,479,195,85,110,11,29,33,55,27,26,146
Sembuh,2020-12-31,9,99,82,55,50,119,1970,46,1227,542,757,33,236,120,37,27,62,49,50,132,72,82,91,955,45,140,77,2,22,31,100,10,2,25
Meninggal,2020-12-31,,4,,1,,,21,,11,61,65,,5,1,1,1,,2,1,2,1,,2,1,,5,3,,,,1,,2,3
Terkonfirmasi,2021-01-01,7,101,287,80,68,233,1956,36,1504,897,887,18,298,95,99,35,19,60,74,147,53,84,79,550,65,80,147,2,32,16,11,13,14,25
Sembuh,2021-01-01,10,93,16,40,98,112,1649,36,1210,570,803,60,206,130,69,118,8,20,106,153,71,89,51,505,104,197,144,,26,4,123,1,1,16
Meninggal,2021-01-01,,1,1,1,,13,20,,3,38,73,,12,,1,1,,4,2,1,,2,,5,2,3,3,1,,1,1,2,,
Terkonfirmasi,2021-01-02,8,165,246,60,19,291,1894,33,1167,971,723,,213,59,17,50,19,59,45,38,60,86,33,590,66,115,68,9,18,17,23,6,35,
Sembuh,2021-01-02,7,128,77,36,70,216,2267,35,916,924,799,,235,124,38,48,98,31,78,44,87,82,11,847,33,6,128,8,33,33,109,1,3,30
Meninggal,2021-01-02,,5,6,,,2,26,1,1,86,59,,4,1,1,,1,2,2,1,12,2,2,2,1,,6,,2,1,,,,
Terkonfirmasi,2021-01-03,2,119,136,60,45,218,1658,26,1232,928,599,24,305,64,71,114,13,21,53,61,81,89,34,595,67,81,81,5,9,15,27,24,19,1
Sembuh,2021-01-03,,78,27,54,91,221,1681,33,1117,474,618,52,218,99,79,13,20,8,81,74,19,84,,644,31,42,156,,33,52,211,13,61,35
Meninggal,2021-01-03,,2,2,,,13,10,,2,63,50,,4,4,2,2,,,,2,,,2,6,3,3,5,,,,1,,3,
Terkonfirmasi,2021-01-04,5,118,158,50,24,146,1832,14,1079,1037,709,,185,24,20,166,63,43,54,24,58,92,17,510,52,62,110,9,6,11,36,22,4,13
Sembuh,2021-01-04,10,131,22,45,80,133,2507,20,1044,1034,612,,191,44,69,82,54,27,65,33,33,88,54,305,77,96,96,,23,37,124,,14,16
Meninggal,2021-01-04,,7,5,3,1,2,21,1,2,38,56,,6,1,2,1,,2,,4,,1,1,2,3,7,2,1,4,,1,2,1,
Terkonfirmasi,2021-01-05,8,167,164,51,20,297,1824,20,1100,996,727,29,281,60,81,89,30,13,66,72,35,86,30,639,94,82,160,22,35,31,67,4,57,8
Sembuh,2021-01-05,2,110,44,88,50,45,1341,53,1083,1549,579,26,276,149,59,23,54,64,55,67,10,83,33,355,52,66,92,2,60,19,102,4,15,33
Meninggal,2021-01-05,,2,2,3,,3,19,,8,53,54,1,8,1,2,,2,2,5,8,1,2,2,6,3,5,2,,1,,,1,2,
Terkonfirmasi,2021-01-06,29,191,188,78,42,272,2402,41,1470,1023,845,24,375,66,88,205,25,42,99,178,42,87,34,463,162,87,169,20,3,12,58,10,24,
Sembuh,2021-01-06,14,155,156,73,70,290,1063,24,1363,1013,699,38,179,118,56,34,58,12,100,67,74,89,15,442,150,95,115,,,17,119,9,38,22
Meninggal,2021-01-06,,7,,3,2,4,16,,11,48,54,,5,,,2,,1,3,2,,3,2,4,,17,1,,,,,1,1,
Terkonfirmasi,2021-01-07,31,189,364,47,121,355,2398,57,1416,998,948,26,479,76,93,178,22,59,63,171,81,83,49,366,157,92,139,25,1,32,47,33,79,46
Sembuh,2021-01-07,85,137,82,81,75,181,1441,48,1208,856,857,35,262,144,50,24,8,23,86,187,42,84,8,425,20,53,92,19,60,6,105,21,52,67
Meninggal,2021-01-07,3,5,9,3,2,4,21,2,2,47,68,,7,,1,,2,,3,6,4,2,1,8,1,17,1,,,,1,4,,
Terkonfirmasi,2021-01-08,42,231,253,75,32,379,2959,72,1824,1071,1025,33,512,114,89,63,26,37,102,167,77,92,62,588,158,122,192,12,0,25,70,47,51,15
Sembuh,2021-01-08,5,114,34,49,60,148,2681,36,914,859,742,28,255,87,45,22,50,51,38,162,95,80,1,348,70,47,114,18,4,37,116,19,85,32
Meninggal,2021-01-08,,4,1,,3,7,24,1,4,57,73,,8,2,2,,,,,4,4,4,1,7,1,15,5,1,,1,2,1,,1
Terkonfirmasi,2021-01-09,16,189,275,71,39,301,2753,44,1731,1033,994,47,394,54,98,82,60,70,89,182,142,89,56,580,131,119,134,13,33,23,75,86,31,12
Sembuh,2021-01-09,12,110,19,39,90,136,2118,40,1179,280,758,22,193,62,62,98,100,44,78,61,9,91,12,439,73,22,152,40,204,4,50,11,16,4
Meninggal,2021-01-09,1,4,6,,1,7,27,,6,22,66,,7,1,2,1,,,4,5,1,1,2,7,4,6,7,,2,1,1,1,1,
Terkonfirmasi,2021-01-10,15,169,272,96,49,282,2711,31,1468,1045,1004,29,393,94,120,67,34,68,51,5,170,90,99,585,145,97,166,52,22,27,32,99,45,8
Sembuh,2021-01-10,14,112,266,89,97,234,2903,24,952,143,969,31,316,85,45,63,39,49,44,23,13,86,,545,40,46,108,46,37,,8,23,19,44
