Status,Tanggal,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,
Sembuh,2021-12-05,"6,681","13,068","9,174",923,"1,533","4,733","128,988","1,490","47,466","41,672","56,386","2,233","17,640","4,908","12,237","1,041","4,559","4,008","8,037","16,917","5,580","13,324","5,821","18,853","1,272","2,264","18,586","2,020","3,818","4,744","5,383","1,346",739,"3,005",
Sembuh,2021-12-06,"6,799","13,142","9,227",953,"1,572","4,816","130,043","1,491","48,591","41,814","56,769","2,233","17,753","4,908","12,277","1,045","4,630","4,039","8,090","17,251","5,635","13,408","5,823","18,883","1,334","2,356","18,778","2,020","3,822","4,789","5,383","1,349",742,"3,006",
Sembuh,2021-12-07,"6,802","13,455","9,264",974,"1,598","4,875","130,977","1,506","49,656","42,100","57,210","2,264","17,930","5,013","12,299","1,046","4,659","4,052","8,145","17,348","5,653","13,488","5,873","18,984","1,348","2,556","18,969","2,026","3,822","4,792","5,408","1,353",742,"3,015",
Sembuh,2021-12-08,"6,810","13,595","9,282",989,"1,628","4,944","132,166","1,527","50,398","42,523","57,739","2,280","18,158","5,058","12,320","1,046","4,676","4,068","8,224","17,476","5,726","13,569","5,923","19,090","1,382","2,571","19,108","2,029","3,822","4,830","5,408","1,361",755,"3,016",
Sembuh,2021-12-09,"6,813","13,692","9,364","1,001","1,651","5,162","133,230","1,533","50,944","42,681","58,097","2,320","18,311","5,118","12,362","1,159","4,676","4,090","8,270","17,706","5,797","13,643","5,935","19,194","1,396","2,638","19,289","2,029","3,847","4,879","5,410","1,366",762,"3,080",
Sembuh,2021-12-10,"6,818","13,791","9,398","1,005","1,672","5,266","134,272","1,548","51,727","43,316","58,770","2,347","18,513","5,148","12,397","1,176","4,705","4,109","8,329","17,881","5,830","13,724","5,968","19,269","1,407","2,665","19,404","2,029","3,852","4,930","5,459","1,367",774,"3,109",
Sembuh,2021-12-11,"6,829","13,907","9,460","1,060","1,702","5,382","135,478","1,581","52,639","43,612","59,271","2,377","18,650","5,168","12,425","1,176","4,979","4,123","8,404","18,049","5,850","13,800","6,016","19,294","1,449","2,686","19,585","2,029","3,860","4,975","5,794","1,370",792,"3,114",
Sembuh,2021-12-12,"6,843","14,002","9,503","1,075","1,722","5,481","136,406","1,644","53,642","43,983","59,800","2,400","18,806","5,219","12,491","1,176","5,100","4,151","8,461","18,173","5,876","13,881","6,022","19,376","1,476","2,789","19,810","2,029","3,867","5,018","5,833","1,375",811,"3,135",
Sembuh,2021-12-13,"6,843","14,066","9,547","1,107","1,754","5,611","137,522","1,687","54,276","44,196","60,450","2,424","19,035","5,258","12,623","1,374","5,270","4,167","8,486","18,322","5,900","13,964","6,026","19,472","1,496","2,873","19,964","2,029","3,874","5,038","5,833","1,380",830,"3,139",
Sembuh,2021-12-14,"6,896","14,168","9,577","1,134","1,792","5,668","138,994","1,687","55,129","45,171","60,980","2,424","19,224","5,309","12,683","1,376","5,270","4,171","8,534","18,383","5,936","14,046","6,077","19,564","1,531","2,896","20,131","2,063","3,881","5,073","5,833","1,381",830,"3,145",
Sembuh,2021-12-15,"6,982","14,240","9,600","1,187","1,822","5,775","140,131","1,762","56,269","46,048","61,740","2,450","19,394","5,473","12,753","1,426","5,276","4,190","8,593","18,534","5,963","14,121","6,131","19,672","1,555","3,052","20,255","2,068","3,908","5,083","5,840","1,387",831,"3,145",
Sembuh,2021-12-16,"6,988","14,386","9,671","1,218","1,862","5,845","141,271","1,781","57,289","46,907","62,277","2,474","19,570","5,473","12,853","1,429","5,345","4,200","8,622","18,739","6,038","14,199","6,182","19,792","1,574","3,168","20,478","2,068","3,908","5,113","5,840","1,406",867,"3,151",
Sembuh,2021-12-17,"6,998","14,487","9,751","1,233","1,912","5,905","142,647","1,850","58,187","47,196","62,859","2,486","19,755","5,623","12,945","1,524","5,363","4,219","8,637","18,854","6,059","14,279","6,248","19,898","1,585","3,315","20,678","2,068","3,932","5,127","5,879","1,419",883,"3,178",
Sembuh,2021-12-18,"7,053","14,564","9,806","1,259","1,962","6,104","143,885","1,909","59,118","47,575","63,458","2,499","19,920","5,747","13,028","1,610","5,392","4,219","8,677","18,934","6,104","14,354","6,335","20,041","1,608","3,392","20,876","2,068","3,932","5,143","5,887","1,428",930,"3,178",
Sembuh,2021-12-19,"7,059","14,649","9,811","1,296","2,014","6,178","144,988","1,940","59,754","47,806","63,978","2,517","20,169","5,867","13,122","1,622","5,427","4,245","8,715","19,057","6,206","14,435","6,354","20,263","1,611","3,442","21,059","2,068","3,994","5,183","5,887","1,429",936,"3,179",
Sembuh,2021-12-20,"7,074","14,740","9,839","1,317","2,060","6,381","146,866","1,949","60,940","47,978","64,772","2,533","20,334","5,927","13,163","1,664","5,496","4,255","8,751","19,212","6,253","14,518","6,359","20,343","1,641","3,488","21,186","2,068","4,007","5,211","5,887","1,451",965,"3,183",
Sembuh,2021-12-21,"7,076","14,858","9,863","1,357","2,120","6,557","148,237","2,023","61,570","48,429","65,382","2,533","20,618","6,140","13,188","1,731","5,507","4,256","8,844","19,297","6,349","14,602","6,416","20,584","1,643","3,500","21,286","2,068","4,021","5,232","5,987","1,451",973,"3,186",
Sembuh,2021-12-22,"7,087","15,024","9,885","1,386","2,160","6,704","149,616","2,067","62,341","49,001","65,976","2,556","20,767","6,305","13,240","1,742","5,563","4,292","8,875","19,345","6,420","14,678","6,501","21,349","1,648","3,548","21,453","2,069","4,210","5,242","6,037","1,460",986,"3,189",
Sembuh,2021-12-23,"7,094","15,119","9,901","1,391","2,187","6,747","151,066","2,075","63,296","49,532","66,636","2,580","20,956","6,443","13,279","1,763","5,636","4,315","9,013","19,556","6,522","14,765","6,592","21,955","1,686","3,572","21,656","2,080","4,228","5,254","6,080","1,465","1,074","3,189",
Sembuh,2021-12-24,"7,111","15,246","10,081","1,413","2,237","6,912","152,413","2,117","63,788","49,953","67,208","2,604","21,168","6,667","13,312","1,859","5,744","4,350","9,065","19,670","6,555","14,846","6,621","22,460","1,703","3,667","21,768","2,082","4,248","5,269","6,080","1,480","1,085","3,198",
Sembuh,2021-12-25,"7,112","15,351","10,118","1,467","2,297","7,067","154,146","2,158","64,513","50,984","67,728","2,627","21,347","6,799","13,401","1,922","5,787","4,355","9,101","19,782","6,587","14,925","6,644","22,787","1,722","3,718","22,048","2,082","4,270","5,276","6,380","1,482","1,116","3,205",
Sembuh,2021-12-26,"7,118","15,455","10,143","1,483","2,327","7,167","156,704","2,211","65,191","51,365","68,389","2,627","21,540","6,867","13,476","1,932","5,837","4,373","9,168","19,872","6,587","14,999","6,644","23,291","1,736","3,826","22,240","2,082","4,289","5,338","6,580","1,513","1,117","3,206",
Sembuh,2021-12-27,"7,118","15,553","10,187","1,547","2,362","7,316","158,536","2,246","66,363","51,966","68,981","2,648","21,810","6,990","13,508","1,963","5,849","4,398","9,237","19,944","6,686","15,079","6,645","24,233","1,746","3,925","22,426","2,104","4,293","5,348","6,780","1,524","1,121","3,244",
Sembuh,2021-12-28,"7,134","15,684","10,208","1,590","2,412","7,423","160,236","2,285","67,195","52,634","69,674","2,648","21,980","7,171","13,601","1,963","5,924","4,403","9,330","19,967","6,751","15,162","6,757","24,928","1,762","3,998","22,597","2,107","4,413","5,365","6,780","1,525","1,124","3,247",
Sembuh,2021-12-29,"7,138","15,825","10,309","1,628","2,472","7,718","161,243","2,321","68,353","53,428","70,467","2,672","22,218","7,291","13,649","2,060","5,970","4,442","9,419","20,082","6,861","15,244","6,801","25,440","1,807","4,090","22,915","2,309","4,459","5,384","6,838","1,536","1,131","3,263",
Sembuh,2021-12-30,"7,140","15,932","10,315","1,662","2,547","8,056","162,817","2,371","69,561","53,867","71,378","2,709","22,455","7,356","13,769","2,263","6,013","4,502","9,465","20,232","6,987","15,328","6,895","25,861","1,820","4,177","23,027","2,351","4,459","5,413","6,988","1,542","1,200","3,283",
Sembuh,2021-12-31,"7,149","16,031","10,397","1,717","2,597","8,175","164,787","2,417","70,788","54,409","72,135","2,742","22,691","7,476","13,806","2,290","6,075","4,551","9,515","20,364","7,059","15,410","6,986","26,816","1,865","4,317","23,104","2,353","4,481","5,444","7,088","1,552","1,202","3,308",
Sembuh,2021-01-01,"7,159","16,124","10,413","1,757","2,695","8,287","166,436","2,453","71,998","54,979","72,938","2,802","22,897","7,606","13,875","2,408","6,083","4,571","9,621","20,517","7,130","15,499","7,037","27,321","1,969","4,514","23,248","2,353","4,507","5,448","7,211","1,553","1,203","3,324",
Sembuh,2021-01-02,"7,166","16,252","10,490","1,793","2,765","8,503","168,703","2,488","72,914","55,903","73,737","2,802","23,132","7,730","13,913","2,456","6,181","4,602","9,699","20,561","7,217","15,581","7,048","28,168","2,002","4,520","23,376","2,361","4,540","5,481","7,320","1,554","1,206","3,354",
Sembuh,2021-01-03,"7,166","16,330","10,517","1,847","2,856","8,724","170,384","2,521","74,031","56,377","74,355","2,854","23,350","7,829","13,992","2,469","6,201","4,610","9,780","20,635","7,236","15,665","7,048","28,812","2,033","4,562","23,532","2,361","4,573","5,533","7,531","1,567","1,267","3,389",
Sembuh,2021-01-04,"7,176","16,461","10,539","1,892","2,936","8,857","172,891","2,541","75,075","57,411","74,967","2,854","23,541","7,873","14,061","2,551","6,255","4,637","9,845","20,668","7,269","15,753","7,102","29,117","2,110","4,658","23,628","2,361","4,596","5,570","7,655","1,567","1,281","3,405",
Sembuh,2021-01-05,"7,178","16,571","10,583","1,980","2,986","8,902","174,232","2,594","76,158","58,960","75,546","2,880","23,817","8,022","14,120","2,574","6,309","4,701","9,900","20,735","7,279","15,836","7,135","29,472","2,162","4,724","23,720","2,363","4,656","5,589","7,757","1,571","1,296","3,438",
Sembuh,2021-01-06,"7,192","16,726","10,739","2,053","3,056","9,192","175,295","2,618","77,521","59,973","76,245","2,918","23,996","8,140","14,176","2,608","6,367","4,713","10,000","20,802","7,353","15,925","7,150","29,914","2,312","4,819","23,835","2,363","4,656","5,606","7,876","1,580","1,334","3,460",
Sembuh,2021-01-07,"7,277","16,863","10,821","2,134","3,131","9,373","176,736","2,666","78,729","60,829","77,102","2,953","24,258","8,284","14,226","2,632","6,375","4,736","10,086","20,989","7,395","16,009","7,158","30,339","2,332","4,872","23,927","2,382","4,716","5,612","7,981","1,601","1,386","3,527",
Sembuh,2021-01-08,"7,282","16,977","10,855","2,183","3,191","9,521","179,417","2,702","79,643","61,688","77,844","2,981","24,513","8,371","14,271","2,654","6,425","4,787","10,124","21,151","7,490","16,089","7,159","30,687","2,402","4,919","24,041","2,400","4,720","5,649","8,097","1,620","1,471","3,559",
Sembuh,2021-01-09,"7,294","17,087","10,874","2,222","3,281","9,657","181,535","2,742","80,822","61,968","78,602","3,003","24,706","8,433","14,333","2,752","6,525","4,831","10,202","21,212","7,499","16,180","7,171","31,126","2,475","4,941","24,193","2,440","4,924","5,653","8,147","1,631","1,487","3,563",
Sembuh,2021-01-10,"7,308","17,199","11,140","2,311","3,378","9,891","184,438","2,766","81,774","62,111","79,571","3,034","25,022","8,518","14,378","2,815","6,564","4,880","10,246","21,235","7,512","16,266","7,171","31,671","2,515","4,987","24,301","2,486","4,961","5,653","8,155","1,654","1,506","3,607",
Sembuh,2021-01-11,"7,309","17,361","11,211","2,374","3,470","10,091","186,948","2,787","82,834","62,902","80,093","3,034","25,334","8,573","14,437","3,169","6,587","4,917","10,318","21,235","7,674","16,355","7,233","32,223","2,610","5,088","24,399","2,499","4,970","5,673","8,168","1,665","1,570","3,628",
Sembuh,2021-01-12,"7,309","17,497","11,277","2,411","3,540","10,241","188,605","2,793","83,804","64,207","80,808","3,056","25,671","8,662","14,528","3,224","6,617","4,955","10,370","21,342","7,774","16,450","7,258","32,817","2,712","5,141","24,477","2,521","4,981","5,686","8,180","1,685","1,570","3,638",
Sembuh,2021-01-13,"7,314","17,618","11,285","2,479","3,610","10,419","191,557","2,826","84,872","64,937","81,553","3,086","25,934","8,728","14,565","3,247","6,633","4,985","10,443","21,412","7,812","16,541","7,279","33,341","2,802","5,243","24,566","2,549","4,981","5,700","8,192","1,690","1,603","3,662",
Sembuh,2021-01-14,"7,327","17,866","11,316","2,552","3,690","10,547","193,632","2,826","86,242","66,078","82,331","3,109","26,191","8,758","14,640","3,265","6,695","5,013","10,487","21,565","7,911","16,634","7,305","33,836","2,909","5,340","24,685","2,568","5,000","5,705","8,200","1,693","1,603","3,686",
Sembuh,2021-01-15,"7,363","18,068","11,415","2,629","3,760","10,795","195,683","2,861","87,316","66,844","83,199","3,134","26,486","8,808","14,716","3,338","6,706","5,033","10,539","21,746","7,958","16,717","7,332","34,407","3,030","5,421","24,871","2,580","5,003","5,717","8,209","1,694","1,628","3,690",
Sembuh,2021-01-16,"7,364","18,217","11,428","2,672","3,810","11,092","197,894","2,882","89,459","67,666","83,930","3,163","26,790","9,028","14,792","3,385","6,711","5,047","10,621","21,917","8,097","16,800","7,341","34,997","3,138","5,475","25,037","2,580","5,043","5,724","8,217","1,694","1,657","3,690",
Sembuh,2021-01-17,"7,364","18,346","11,444","2,769","3,870","11,265","201,669","2,934","91,041","67,867","84,915","3,198","27,186","9,101","14,862","3,494","6,744","5,080","10,677","22,016","8,122","16,889","7,399","35,503","3,250","5,527","25,175","2,580","5,074","5,747","8,217","1,706","1,739","3,690",
Sembuh,2021-01-18,"7,390","18,597","11,618","2,864","3,910","11,552","204,471","2,945","92,664","69,047","85,737","3,198","27,526","9,185","14,937","3,562","6,768","5,118","10,740","22,044","8,305","16,974","7,452","36,051","3,392","5,564","25,315","2,634","5,074","5,758","8,225","1,718","1,759","3,841",
Sembuh,2021-01-19,"7,541","18,824","11,655","2,906","3,930","11,659","206,856","2,950","94,026","69,762","86,551","3,229","27,915","9,274","14,977","3,641","6,799","5,141","10,811","22,202","8,368","17,060","7,487","36,561","3,576","5,709","25,456","2,634","5,101","5,768","8,234","1,718","1,759","3,868",
Sembuh,2021-01-20,"7,569","19,070","11,743","2,993","3,948","11,847","210,741","3,006","95,510","70,290","87,381","3,257","28,242","9,344","15,022","3,767","6,826","5,186","11,001","22,360","8,413","17,150","7,531","37,188","3,705","5,796","25,606","2,638","5,133","5,774","8,240","1,735","1,814","3,877",
Sembuh,2021-01-21,"7,605","19,294","11,786","3,053","3,948","12,053","213,311","3,015","97,094","71,410","88,349","3,287","28,539","9,486","15,094","3,866","6,843","5,289","11,059","22,549","8,496","17,230","7,532","37,817","3,754","6,014","25,702","2,638","5,181","5,806","8,258","1,739","1,814","3,879",
Sembuh,2021-01-22,"7,611","19,524","11,901","3,167","3,988","12,427","215,480","3,056","98,455","72,066","89,143","3,313","28,901","9,540","15,193","3,951","6,864","5,357","11,086","22,700","8,541","17,316","7,607","38,492","3,958","6,101","25,906","2,643","5,181","5,819","8,274","1,819","1,881","3,886",
Sembuh,2021-01-23,"7,613","19,790","12,012","3,270","4,023","12,544","218,972","3,087","100,574","72,632","89,994","3,333","29,225","9,627","15,292","3,958","6,876","5,390","11,130","22,896","8,589","17,399","7,611","39,107","4,071","6,264","26,045","2,664","5,200","5,845","8,375","1,832","1,930","3,889",
Sembuh,2021-01-24,"7,615","20,012","12,177","3,317","4,053","12,730","221,300","3,139","102,341","72,659","90,942","3,354","29,613","9,680","15,385","4,007","6,940","5,418","11,162","23,018","8,614","17,480","7,621","39,661","4,174","6,310","26,144","2,667","5,282","5,855","8,385","1,861","2,005","3,889",
Sembuh,2021-01-25,"7,620","20,318","12,477","3,449","4,083","13,138","223,804","3,201","103,572","75,030","91,784","3,354","30,074","9,737","15,524","4,148","6,940","5,443","11,187","23,089","8,792","17,565","7,672","40,196","4,329","6,480","26,313","2,693","5,306","5,877","8,412","1,882","2,085","3,914",
Sembuh,2021-01-26,"7,624","20,547","12,820","3,512","4,108","13,449","226,743","3,212","105,820","76,706","92,617","3,382","30,403","9,807","15,598","4,277","6,970","5,476","11,291","23,212","8,991","17,654","7,720","40,700","4,434","6,519","26,412","2,703","5,337","5,906","8,433","1,891","2,161","3,921",
Sembuh,2021-01-27,"7,633","20,797","13,656","3,588","4,126","13,832","229,713","3,228","107,620","78,356","93,546","3,411","30,744","9,857","15,699","4,315","6,995","5,526","11,411","23,360","9,068","17,744","7,745","41,210","4,485","6,629","26,571","2,703","5,366","5,925","8,452","1,906","2,185","3,928",
Sembuh,2021-01-28,"7,633","21,085","14,105","3,659","4,157","14,215","232,444","3,267","109,910","79,703","94,397","3,431","31,141","9,873","15,748","4,486","7,016","5,548","11,465","23,605","9,100","17,825","7,788","41,769","4,629","6,745","26,688","2,706","5,391","5,939","8,567","1,933","2,223","3,931",
Sembuh,2021-01-29,"7,641","21,392","15,031","3,737","4,187","14,425","234,872","3,322","112,148","80,081","95,410","3,447","31,594","9,943","15,848","4,585","7,038","5,585","11,541","23,820","9,170","17,915","7,794","42,309","4,805","6,823","26,837","2,782","5,409","5,965","8,583","1,965","2,310","3,946",
Sembuh,2021-01-30,"7,648","21,690","15,091","3,840","4,202","14,687","238,438","3,364","114,791","80,360","96,341","3,478","31,969","10,114","15,889","4,593","7,097","5,632","11,637","24,048","9,337","17,995","7,867","42,513","4,938","6,901","26,967","2,782","5,431","5,984","8,595","1,991","2,332","3,960",
Sembuh,2021-01-31,"7,651","21,960","15,778","3,907","4,227","15,081","241,793","3,400","117,251","80,512","97,223","3,513","32,514","10,184","15,977","4,659","7,130","5,675","11,713","24,293","9,439","18,084","7,933","42,749","5,060","7,032","27,105","2,782","5,435","6,015","8,611","2,103","2,470","3,962",
Sembuh,2021-02-01,"7,656","22,226","15,839","3,946","4,252","15,340","243,935","3,400","119,798","82,500","98,188","3,513","32,911","10,264","16,035","4,684","7,140","5,736","11,791","24,441","9,492","18,176","7,955","43,225","5,192","7,238","27,225","2,784","5,437","6,047","8,627","2,134","2,584","3,971",
Sembuh,2021-02-02,"7,667","22,598","16,031","3,999","4,167","15,611","248,512","3,453","122,108","83,885","99,076","3,547","33,432","10,334","16,099","4,876","7,312","5,854","11,882","24,632","9,534","18,277","8,000","43,627","5,302","7,368","27,335","2,847","5,477","6,076","8,644","2,162","2,726","3,980",
Sembuh,2021-02-03,"7,687","22,837","16,325","4,069","4,292","15,916","250,114","3,478","123,998","84,896","99,975","3,576","33,933","10,431","16,194","4,942","7,312","5,864","12,002","24,901","9,788","18,381","8,030","43,932","5,464","7,535","27,470","2,847","5,642","6,113","8,695","2,255","2,785","3,986",
Sembuh,2021-02-04,"7,691","23,202","16,659","4,188","4,312","16,145","254,077","3,519","126,364","85,682","100,789","3,607","34,640","10,505","16,302","4,987","7,365","5,900","12,067","25,080","9,857","18,493","8,077","44,367","5,668","7,697","27,527","2,868","5,655","6,152","8,718","2,275","2,873","3,998",
Sembuh,2021-02-05,"7,691","23,669","16,685","4,269","4,327","16,310","256,552","3,584","129,038","86,198","101,658","3,647","35,193","10,595","16,347","5,124","7,525","5,901","12,162","25,281","9,905","18,602","8,133","44,631","5,721","7,820","27,634","2,875","5,679","6,174","8,737","2,275","3,037","4,001",
